283
1 1 2
2 2 2
2 175 2
3 3 4
3 1 10
4 4 4
4 2 2
5 5 2
5 3 2
6 6 2
6 4 2
7 7 2
7 5 6
8 8 10
8 6 2
9 9 2
9 7 4
10 10 2
10 8 2
11 11 2
168 9 4
12 12 2
12 10 2
13 13 4
13 11 4
14 14 8
14 12 14
15 15 2
15 13 2
16 16 10
16 14 2
17 17 4
17 15 2
18 18 6
18 16 2
19 19 4
19 17 4
20 20 30
20 18 2
21 21 24
21 19 10
22 22 2
22 20 4
23 23 4
23 21 4
24 24 6
24 22 8
25 25 14
25 23 10
26 26 12
26 24 4
27 27 4
27 25 2
28 28 2
28 26 2
29 29 2
29 27 4
30 30 8
30 28 2
31 31 2
31 29 4
32 32 30
32 30 2
33 33 4
33 31 2
34 34 32
34 32 4
35 35 2
35 33 2
36 36 4
36 34 4
37 37 2
149 35 4
38 38 2
38 36 4
39 39 2
39 37 4
40 40 4
40 38 2
41 41 2
41 39 2
42 42 2
42 40 2
43 43 2
43 41 2
44 44 2
44 42 6
45 45 2
45 43 2
46 46 12
46 44 2
47 47 4
47 183 18
48 48 4
48 46 2
49 49 2
49 47 6
50 50 2
50 48 2
51 51 2
51 49 4
52 52 2
52 50 2
53 53 2
53 51 2
54 54 2
54 52 2
55 55 4
55 53 2
56 56 4
56 54 4
57 57 2
57 55 2
58 58 10
58 56 12
59 59 4
59 57 2
60 60 8
60 58 2
61 61 2
61 59 2
62 62 2
62 60 2
63 63 2
63 61 2
64 64 20
64 62 2
65 65 2
65 63 2
66 66 2
66 64 2
67 67 6
67 65 2
68 68 4
68 66 4
69 69 2
69 67 6
70 70 2
70 68 10
71 71 4
71 69 4
72 72 28
72 70 2
73 73 2
73 71 8
74 74 2
74 72 2
75 75 2
75 73 2
76 76 2
76 74 2
77 77 8
77 75 4
78 78 4
78 76 8
79 79 2
79 77 6
80 80 2
80 78 34
81 81 2
81 79 2
82 82 2
82 80 2
83 83 6
83 81 2
84 84 4
84 82 2
85 85 2
85 83 2
86 86 2
86 84 8
87 87 6
87 85 6
88 88 4
88 86 2
89 89 2
89 87 4
90 90 4
90 88 2
91 91 12
91 89 2
92 92 2
92 90 4
93 93 14
93 91 16
94 94 6
94 92 14
95 95 16
95 93 8
96 96 4
96 94 10
97 97 4
97 95 8
98 98 10
98 96 2
99 99 4
210 97 2
100 100 8
100 98 6
101 101 14
101 40 32
102 102 16
102 100 18
103 103 12
103 101 4
104 104 12
104 102 2
105 105 4
105 103 16
106 106 26
106 104 6
107 107 10
107 105 2
108 108 2
108 106 2
109 109 4
109 107 10
110 110 12
110 108 10
111 111 30
111 109 8
112 112 18
112 110 4
113 113 6
113 111 6
114 114 12
114 112 2
115 115 2
115 113 2
116 116 2
116 114 4
117 117 14
117 115 8
118 118 2
118 116 2
119 119 14
119 117 2
120 120 4
120 118 2
121 121 2
121 119 2
122 122 2
122 120 2
123 123 2
123 121 2
124 124 8
124 122 2
125 125 2
125 123 2
178 126 2
126 124 2
127 127 2
127 125 2
128 128 4
128 126 2
129 129 2
129 127 4
130 130 2
130 128 2
131 131 2
131 129 2
132 132 2
132 130 4
133 133 2
133 131 2
134 134 2
134 132 2
135 135 4
135 133 14
136 136 4
136 134 4
137 137 2
137 135 14
138 138 8
138 136 12
125 139 2
139 137 2
140 140 6
158 138 2
141 141 4
141 139 2
142 142 2
142 140 2
143 143 2
143 141 2
144 144 2
144 142 2
145 145 2
145 143 2
146 146 2
146 144 4
147 147 2
147 145 2
148 148 6
148 146 2
149 149 2
149 147 4
150 150 12
9 148 2
151 151 4
151 149 2
152 152 2
152 150 2
62 153 2
153 151 4
154 154 4
154 152 6
155 155 2
155 153 2
156 156 2
156 154 2
157 157 2
157 155 4
158 158 38
158 156 2
159 159 26
159 157 2
160 160 4
160 158 2
161 161 2
161 159 2
162 162 2
162 160 4
163 163 8
163 161 2
164 164 2
164 162 2
165 165 2
165 163 4
166 166 4
166 164 2
167 167 4
167 165 2
168 168 2
168 166 2
169 169 14
169 167 4
255 170 24
170 168 6
171 171 2
171 169 2
172 172 2
172 170 2
173 173 6
173 171 2
174 174 10
174 172 2
175 175 6
175 173 2
176 176 2
176 174 12
177 177 6
177 175 10
178 178 14
178 176 2
179 179 2
179 177 6
180 180 2
180 178 6
181 181 2
181 179 2
182 182 2
182 180 2
183 183 10
183 181 6
184 184 6
184 182 8
185 185 2
185 183 2
186 186 2
186 184 20
187 187 2
187 185 8
188 188 2
188 186 10
189 189 2
189 187 2
190 190 4
190 188 2
191 191 10
191 189 10
192 192 2
192 190 22
193 193 8
193 191 2
194 194 4
194 192 24
195 195 8
195 193 4
196 196 4
196 194 2
197 197 2
197 195 2
198 198 4
198 196 4
199 199 10
199 197 12
200 200 6
200 198 12
201 75 4
201 199 2
202 202 2
202 263 2
203 203 2
203 201 4
204 204 2
204 202 6
205 205 16
205 203 2
206 206 4
206 204 8
207 207 6
207 205 2
208 208 8
208 206 8
209 209 4
209 207 6
210 210 6
210 208 6
211 211 2
211 209 2
212 212 6
212 210 2
213 94 2
213 211 2
214 214 4
214 212 2
215 215 2
215 213 2
216 216 2
216 214 2
217 217 2
217 215 2
218 218 2
218 27 2
219 219 2
219 217 2
220 220 2
220 218 2
221 221 4
221 219 12
222 222 2
222 220 2
223 223 10
223 221 6
224 224 2
224 222 4
225 225 2
225 93 2
226 226 6
226 224 6
227 227 4
227 225 2
228 9 2
228 226 10
229 229 2
229 227 4
230 230 10
230 228 4
231 231 2
231 257 2
232 232 6
232 230 8
233 233 2
233 231 4
234 234 4
234 232 6
235 235 4
235 233 2
236 236 2
236 234 2
237 237 6
237 235 2
238 238 4
238 236 2
239 239 2
239 237 6
240 240 10
240 238 2
241 241 2
