"X283L"	"X1"	"X2"	"X3"
283	"SMDDL"	"URYDL"	1
283	"SMDDR"	"URYDL"	1
283	"SMDDR"	"URYDL"	1
283	"AVAL"	"URYDL"	1
283	"RIGL"	"URYDL"	1
283	"AVEL"	"URYDR"	2
283	"AVER"	"URYDR"	2
283	"CEPDR"	"URYDR"	1
283	"RIBR"	"URYDR"	1
283	"RMDDL"	"URYDR"	3
283	"RMDVR"	"URYDR"	1
283	"RMDVR"	"URYDR"	4
283	"SMDDL"	"URYDR"	3
283	"SMDDL"	"URYDR"	1
283	"URADR"	"URYDR"	1
283	"AVAR"	"URYDR"	1
283	"RIGR"	"URYDR"	1
283	"AVBR"	"URYVL"	1
283	"AVER"	"URYVL"	5
283	"IL1VL"	"URYVL"	1
283	"IL1VL"	"URYVL"	1
283	"RIAL"	"URYVL"	1
283	"RIBL"	"URYVL"	2
283	"RIH"	"URYVL"	1
283	"RIS"	"URYVL"	1
283	"RMDDL"	"URYVL"	4
283	"RMDVR"	"URYVL"	2
283	"SIBVR"	"URYVL"	1
283	"SMDVR"	"URYVL"	1
283	"SMDVR"	"URYVL"	3
283	"AVAR"	"URYVL"	1
283	"RIGL"	"URYVL"	1
283	"AVAL"	"URYVR"	1
283	"AVEL"	"URYVR"	6
283	"IL1VR"	"URYVR"	1
283	"RIAR"	"URYVR"	1
283	"RIBR"	"URYVR"	1
283	"RIH"	"URYVR"	1
283	"RIS"	"URYVR"	1
283	"RMDDR"	"URYVR"	6
283	"RMDVL"	"URYVR"	1
283	"RMDVL"	"URYVR"	3
283	"SIBDR"	"URYVR"	1
283	"SIBVL"	"URYVR"	1
283	"SMDVL"	"URYVR"	3
283	"AVAL"	"URYVR"	1
283	"RIGR"	"URYVR"	1
283	"AVEL"	"VA01"	5
283	"AVER"	"VA01"	1
283	"AVM"	"VA01"	2
283	"DD01"	"VA01"	9
283	"AVAL"	"VA01"	3
283	"DA02"	"VA01"	2
283	"VB01"	"VA01"	3
283	"VD01"	"VA01"	2
283	"VD01"	"VA01"	2
283	"AVAL"	"VA02"	1
283	"AVAL"	"VA02"	1
283	"AVAR"	"VA02"	2
283	"AVBL"	"VA02"	1
283	"AVDR"	"VA02"	1
283	"AVER"	"VA02"	1
283	"DD01"	"VA02"	13
283	"DVA"	"VA02"	1
283	"SABD"	"VA02"	1
283	"AVAL"	"VA02"	4
283	"SABD"	"VA02"	3
283	"VD01"	"VA02"	1
283	"VD02"	"VA02"	3
283	"VA03"	"VA02"	1
283	"VA03"	"VA02"	1
283	"VB01"	"VA02"	2
283	"VB02"	"VA02"	1
283	"VD01"	"VA02"	2
283	"VD02"	"VA02"	8
283	"VD02"	"VA02"	6
283	"AVAL"	"VA03"	2
283	"AVAR"	"VA03"	5
283	"AVDR"	"VA03"	2
283	"AVEL"	"VA03"	1
283	"AVEL"	"VA03"	2
283	"AVER"	"VA03"	2
283	"DD01"	"VA03"	1
283	"DD01"	"VA03"	17
283	"DD02"	"VA03"	11
283	"VA02"	"VA03"	2
283	"AS01"	"VA03"	1
283	"AVAL"	"VA03"	1
283	"AVAR"	"VA03"	2
283	"SABD"	"VA03"	2
283	"VA04"	"VA03"	1
283	"VB01"	"VA03"	1
283	"VD02"	"VA03"	3
283	"VD03"	"VA03"	3
283	"VD03"	"VA03"	2
283	"AVAL"	"VA04"	2
283	"AVAR"	"VA04"	2
283	"AVBR"	"VA04"	1
283	"AVDL"	"VA04"	1
283	"AVER"	"VA04"	1
283	"DD02"	"VA04"	21
283	"VA03"	"VA04"	1
283	"AS02"	"VA04"	2
283	"AVAL"	"VA04"	1
283	"AVAR"	"VA04"	3
283	"DA05"	"VA04"	1
283	"SABD"	"VA04"	1
283	"VB03"	"VA04"	1
283	"VB03"	"VA04"	1
283	"VB03"	"VA04"	1
283	"VD04"	"VA04"	3
283	"AVAL"	"VA05"	3
283	"AVAR"	"VA05"	1
283	"AVDL"	"VA05"	1
283	"AVDL"	"VA05"	1
283	"AVER"	"VA05"	1
283	"DD02"	"VA05"	5
283	"DD03"	"VA05"	1
283	"DD03"	"VA05"	12
283	"AS03"	"VA05"	2
283	"AVAL"	"VA05"	5
283	"AVAR"	"VA05"	3
283	"DA05"	"VA05"	2
283	"VD05"	"VA05"	2
283	"VD05"	"VA05"	2
283	"AVAL"	"VA06"	4
283	"AVAR"	"VA06"	3
283	"AVDR"	"VA06"	1
283	"DD03"	"VA06"	9
283	"DD03"	"VA06"	15
283	"HSNR"	"VA06"	1
283	"AVAL"	"VA06"	6
283	"AVAR"	"VA06"	2
283	"VB05"	"VA06"	2
283	"VD05"	"VA06"	1
283	"VD06"	"VA06"	2
283	"VD06"	"VA06"	1
283	"AVBL"	"VA07"	1
283	"DD03"	"VA07"	3
283	"DD04"	"VA07"	12
283	"AS05"	"VA07"	1
283	"AVAL"	"VA07"	2
283	"AVAR"	"VA07"	4
283	"VB03"	"VA07"	1
283	"VD07"	"VA07"	9
283	"AVAL"	"VA08"	9
283	"AVAR"	"VA08"	11
283	"AVAR"	"VA08"	1
283	"DD04"	"VA08"	5
283	"DD04"	"VA08"	16
283	"AS06"	"VA08"	1
283	"AVAL"	"VA08"	10
283	"AVAR"	"VA08"	4
283	"AVBR"	"VA08"	1
283	"PDER"	"VA08"	1
283	"PVCR"	"VA08"	2
283	"VA08"	"VA08"	1
283	"VB08"	"VA08"	3
283	"VB09"	"VA08"	3
283	"VD08"	"VA08"	1
283	"VA09"	"VA08"	1
283	"VB06"	"VA08"	1
283	"VB06"	"VA08"	1
283	"VB08"	"VA08"	1
283	"VD07"	"VA08"	5
283	"VD08"	"VA08"	3
283	"VD08"	"VA08"	2
283	"VD08"	"VA08"	4
283	"AVAL"	"VA09"	7
283	"AVAR"	"VA09"	4
283	"AVAR"	"VA09"	2
283	"AVBR"	"VA09"	1
283	"DD04"	"VA09"	3
283	"DD05"	"VA09"	15
283	"PDEL"	"VA09"	1
283	"PVDR"	"VA09"	1
283	"PVT"	"VA09"	1
283	"VA08"	"VA09"	1
283	"AVAL"	"VA09"	1
283	"AVBR"	"VA09"	1
283	"DVB"	"VA09"	1
283	"DVC"	"VA09"	1
283	"PVCR"	"VA09"	1
283	"VB08"	"VA09"	1
283	"VB09"	"VA09"	4
283	"VD07"	"VA09"	1
283	"VB08"	"VA09"	4
283	"VB08"	"VA09"	2
283	"VB08"	"VA09"	9
283	"VD09"	"VA09"	9
283	"VD09"	"VA09"	1
283	"AVAL"	"VA10"	5
283	"AVAR"	"VA10"	4
283	"AVBL"	"VA10"	1
283	"AVAL"	"VA10"	1
283	"AVAR"	"VA10"	1
283	"AVAL"	"VA11"	6
283	"AVAR"	"VA11"	8
283	"AVDR"	"VA11"	1
283	"AVG"	"VA11"	1
283	"DD06"	"VA11"	10
283	"PVNR"	"VA11"	2
283	"AVAL"	"VA11"	1
283	"AVAR"	"VA11"	7
283	"VA12"	"VA11"	1
283	"VB10"	"VA11"	1
283	"VD11"	"VA11"	1
283	"VD12"	"VA11"	1
283	"VD12"	"VA11"	3
283	"VD12"	"VA11"	3
283	"AS11"	"VA12"	2
283	"AVAL"	"VA12"	2
283	"DA08"	"VA12"	3
283	"DA09"	"VA12"	1
283	"DA09"	"VA12"	4
283	"DB07"	"VA12"	4
283	"DD06"	"VA12"	2
283	"DVA"	"VA12"	1
283	"LUAL"	"VA12"	2
283	"PHBL"	"VA12"	1
283	"PHBR"	"VA12"	2
283	"PHCL"	"VA12"	2
283	"PHCR"	"VA12"	1
283	"PVCL"	"VA12"	2
283	"PVCR"	"VA12"	3
283	"PVWL"	"VA12"	1
283	"PVWR"	"VA12"	1
283	"VA11"	"VA12"	1
283	"AVAR"	"VA12"	1
283	"PHCL"	"VA12"	1
283	"PHCR"	"VA12"	1
283	"VB11"	"VA12"	1
283	"VB11"	"VA12"	1
283	"VD12"	"VA12"	3
283	"VD12"	"VA12"	2
283	"VD13"	"VA12"	2
283	"VD13"	"VA12"	9
283	"VD13"	"VA12"	1
283	"AIBR"	"VB01"	1
283	"AIBR"	"VB01"	3
283	"AVFL"	"VB01"	1
283	"AVFL"	"VB01"	0
283	"DD01"	"VB01"	1
283	"DVA"	"VB01"	1
283	"DVA"	"VB01"	1
283	"FLPR"	"VB01"	1
283	"FLPR"	"VB01"	0
283	"RIML"	"VB01"	2
283	"RMFL"	"VB01"	2
283	"SAADL"	"VB01"	7
283	"SAADL"	"VB01"	2
283	"SAADR"	"VB01"	2
283	"SAADR"	"VB01"	2
283	"SABD"	"VB01"	1
283	"VA01"	"VB01"	3
283	"VA02"	"VB01"	2
283	"VA03"	"VB01"	1
283	"AVBL"	"VB01"	1
283	"AVKL"	"VB01"	4
283	"DB02"	"VB01"	2
283	"SMDVR"	"VB01"	1
283	"VB02"	"VB01"	4
283	"VD01"	"VB01"	3
283	"VD02"	"VB01"	1
283	"AIZL"	"VB02"	1
283	"AVBL"	"VB02"	1
283	"DD01"	"VB02"	3
283	"DD01"	"VB02"	17
283	"DD02"	"VB02"	1
283	"VA02"	"VB02"	1
283	"AVBL"	"VB02"	3
283	"AVBR"	"VB02"	1
283	"DB04"	"VB02"	1
283	"RIGL"	"VB02"	1
283	"VB01"	"VB02"	4
283	"VB03"	"VB02"	1
283	"VB05"	"VB02"	1
283	"VB07"	"VB02"	2
283	"VC02"	"VB02"	1
283	"VD02"	"VB02"	9
283	"VD02"	"VB02"	3
283	"VD03"	"VB02"	3
283	"VD03"	"VB02"	2
283	"DD02"	"VB03"	6
283	"DD02"	"VB03"	31
283	"PVCL"	"VB03"	1
283	"VA04"	"VB03"	1
283	"VA04"	"VB03"	2
283	"AVBR"	"VB03"	1
283	"DB01"	"VB03"	1
283	"VA07"	"VB03"	1
283	"VB02"	"VB03"	1
283	"DD02"	"VB04"	2
283	"DD02"	"VB04"	4
283	"DD03"	"VB04"	14
283	"DD03"	"VB04"	2
283	"PVCL"	"VB04"	1
283	"PVCR"	"VB04"	3
283	"AVBL"	"VB04"	1
283	"AVBR"	"VB04"	1
283	"DB01"	"VB04"	1
283	"DB04"	"VB04"	1
283	"VB05"	"VB04"	1
283	"VD05"	"VB04"	2
283	"DD03"	"VB05"	6
283	"DD03"	"VB05"	21
283	"PVCL"	"VB05"	1
283	"VA06"	"VB05"	2
283	"AVBL"	"VB05"	1
283	"VB02"	"VB05"	1
283	"VB04"	"VB05"	1
283	"VB06"	"VB05"	1
283	"VD06"	"VB05"	1
283	"VD06"	"VB05"	6
283	"VD06"	"VB05"	2
283	"DD04"	"VB06"	30
283	"PVCL"	"VB06"	2
283	"PVCR"	"VB06"	2
283	"VA08"	"VB06"	1
283	"VA08"	"VB06"	1
283	"AVBL"	"VB06"	1
283	"AVBR"	"VB06"	2
283	"DA04"	"VB06"	1
283	"VB05"	"VB06"	1
283	"VB07"	"VB06"	1
283	"VD06"	"VB06"	1
283	"VD07"	"VB06"	8
283	"DD04"	"VB07"	2
283	"PVCR"	"VB07"	3
283	"VB06"	"VB07"	1
283	"AVBL"	"VB07"	2
283	"AVBR"	"VB07"	2
283	"VB02"	"VB07"	2
283	"DD05"	"VB08"	23
283	"DD05"	"VB08"	7
283	"DD05"	"VB08"	1
283	"PVCL"	"VB08"	1
283	"PVCR"	"VB08"	1
283	"VA08"	"VB08"	1
283	"VA09"	"VB08"	5
283	"VA09"	"VB08"	4
283	"VA09"	"VB08"	6
283	"AVBL"	"VB08"	7
283	"AVBR"	"VB08"	3
283	"VA08"	"VB08"	3
283	"VA09"	"VB08"	1
283	"VB09"	"VB08"	3
283	"VB09"	"VB08"	1
283	"VB09"	"VB08"	2
283	"VB09"	"VB08"	1
283	"VD09"	"VB08"	5
283	"VD09"	"VB08"	5
283	"VD10"	"VB08"	1
283	"DD05"	"VB09"	5
283	"DD05"	"VB09"	3
283	"VB08"	"VB09"	1
283	"VB08"	"VB09"	3
283	"AVAL"	"VB09"	5
283	"AVAR"	"VB09"	4
283	"AVBL"	"VB09"	1
283	"AVBR"	"VB09"	6
283	"DVB"	"VB09"	1
283	"PVCL"	"VB09"	2
283	"VA08"	"VB09"	3
283	"VA09"	"VB09"	4
283	"VB08"	"VB09"	3
283	"VD10"	"VB09"	4
283	"VD10"	"VB09"	1
283	"VD10"	"VB09"	2
283	"DD06"	"VB10"	9
283	"PVCL"	"VB10"	2
283	"PVCR"	"VB10"	1
283	"PVT"	"VB10"	1
283	"VA11"	"VB10"	1
283	"AVBL"	"VB10"	2
283	"AVBR"	"VB10"	1
283	"AVKL"	"VB10"	1
283	"PVCL"	"VB10"	1
283	"VD11"	"VB10"	1
283	"VD11"	"VB10"	1
283	"VD12"	"VB10"	2
283	"VD12"	"VB10"	1
283	"DD06"	"VB11"	1
283	"DD06"	"VB11"	6
283	"DVA"	"VB11"	2
283	"PVCL"	"VB11"	1
283	"PVCR"	"VB11"	1
283	"VA12"	"VB11"	1
283	"AVBL"	"VB11"	2
283	"AVBR"	"VB11"	1
283	"VA12"	"VB11"	1
283	"VD12"	"VB11"	1
283	"AVL"	"VC01"	2
283	"DD01"	"VC01"	4
283	"DD01"	"VC01"	3
283	"DD02"	"VC01"	2
283	"DD02"	"VC01"	4
283	"DD03"	"VC01"	2
283	"DD03"	"VC01"	4
283	"DVC"	"VC01"	1
283	"PVT"	"VC01"	2
283	"VC02"	"VC01"	6
283	"VC03"	"VC01"	2
283	"VC02"	"VC01"	3
283	"VC02"	"VC01"	4
283	"VD01"	"VC01"	1
283	"VC03"	"VC01"	1
283	"VC03"	"VC01"	2
283	"VC04"	"VC01"	1
283	"VD01"	"VC01"	1
283	"VD01"	"VC01"	3
283	"VD02"	"VC01"	1
283	"VD03"	"VC01"	1
283	"VD04"	"VC01"	2
283	"VD05"	"VC01"	2
283	"VD05"	"VC01"	3
283	"VD06"	"VC01"	1
283	"DB04"	"VC02"	1
283	"DD01"	"VC02"	2
283	"DD01"	"VC02"	4
283	"DD02"	"VC02"	4
283	"DD03"	"VC02"	5
283	"DD03"	"VC02"	4
283	"DVC"	"VC02"	1
283	"HSNR"	"VC02"	1
283	"HSNR"	"VC02"	2
283	"PVCR"	"VC02"	1
283	"PVNR"	"VC02"	1
283	"PVNR"	"VC02"	1
283	"PVQR"	"VC02"	1
283	"PVT"	"VC02"	2
283	"VB02"	"VC02"	1
283	"VC01"	"VC02"	4
283	"VC01"	"VC02"	3
283	"VC01"	"VC02"	6
283	"VC03"	"VC02"	2
283	"VC03"	"VC02"	4
283	"VC03"	"VC02"	1
283	"VD01"	"VC02"	2
283	"VD02"	"VC02"	1
283	"VD02"	"VC02"	1
283	"VD04"	"VC02"	1
283	"VD04"	"VC02"	4
283	"VD05"	"VC02"	5
283	"VD06"	"VC02"	1
283	"AVBL"	"VC03"	1
283	"AVL"	"VC03"	1
283	"DD01"	"VC03"	1
283	"DD01"	"VC03"	1
283	"DD02"	"VC03"	4
283	"DD03"	"VC03"	1
283	"DD03"	"VC03"	4
283	"DD04"	"VC03"	2
283	"DD04"	"VC03"	10
283	"DVC"	"VC03"	1
283	"HSNR"	"VC03"	1
283	"HSNR"	"VC03"	1
283	"PVNR"	"VC03"	1
283	"PVNR"	"VC03"	1
283	"PVPR"	"VC03"	1
283	"PVQR"	"VC03"	4
283	"VC01"	"VC03"	2
283	"VC01"	"VC03"	1
283	"VC02"	"VC03"	1
283	"VC02"	"VC03"	4
283	"DD04"	"VC03"	1
283	"VC01"	"VC03"	2
283	"VC02"	"VC03"	2
283	"VC04"	"VC03"	1
283	"VC05"	"VC03"	2
283	"VC04"	"VC03"	4
283	"VC05"	"VC03"	1
283	"VD01"	"VC03"	1
283	"VD02"	"VC03"	1
283	"VD03"	"VC03"	1
283	"VD04"	"VC03"	2
283	"VD05"	"VC03"	3
283	"VD05"	"VC03"	1
283	"VD06"	"VC03"	3
283	"VD06"	"VC03"	1
283	"VD07"	"VC03"	5
283	"AVBL"	"VC04"	1
283	"AVHR"	"VC04"	1
283	"VC01"	"VC04"	1
283	"VC03"	"VC04"	3
283	"VC03"	"VC04"	1
283	"AVFR"	"VC04"	1
283	"VC03"	"VC04"	1
283	"VC05"	"VC04"	1
283	"VC05"	"VC04"	1
283	"VC05"	"VC04"	1
283	"AVFL"	"VC05"	1
283	"AVFR"	"VC05"	1
283	"DVC"	"VC05"	2
283	"HSNL"	"VC05"	1
283	"HSNL"	"VC05"	3
283	"OLLR"	"VC05"	1
283	"PVT"	"VC05"	1
283	"URBL"	"VC05"	3
283	"VC03"	"VC05"	1
283	"VC04"	"VC05"	1
283	"VC04"	"VC05"	1
283	"VC03"	"VC05"	2
283	"VC04"	"VC05"	1
283	"AS01"	"VD01"	5
283	"AVHL"	"VD01"	1
283	"DA01"	"VD01"	17
283	"DA02"	"VD01"	2
283	"DB01"	"VD01"	21
283	"DD01"	"VD01"	1
283	"PVQR"	"VD01"	1
283	"VA01"	"VD01"	2
283	"VA01"	"VD01"	2
283	"VA02"	"VD01"	2
283	"VB01"	"VD01"	3
283	"VC01"	"VD01"	4
283	"VC02"	"VD01"	2
283	"VC03"	"VD01"	1
283	"DD01"	"VD01"	4
283	"DVC"	"VD01"	5
283	"RIFL"	"VD01"	1
283	"RIGL"	"VD01"	2
283	"SMDDR"	"VD01"	1
283	"VA02"	"VD01"	1
283	"VC01"	"VD01"	1
283	"VD02"	"VD01"	7
283	"AS02"	"VD02"	10
283	"AS03"	"VD02"	1
283	"AVEL"	"VD02"	1
283	"DA01"	"VD02"	1
283	"DA02"	"VD02"	11
283	"DB01"	"VD02"	15
283	"DD01"	"VD02"	1
283	"DD01"	"VD02"	1
283	"VA02"	"VD02"	6
283	"VA02"	"VD02"	8
283	"VA03"	"VD02"	3
283	"VB01"	"VD02"	1
283	"VB02"	"VD02"	3
283	"VB02"	"VD02"	9
283	"VC01"	"VD02"	1
283	"VC02"	"VD02"	2
283	"VC03"	"VD02"	1
283	"AS01"	"VD02"	1
283	"DD01"	"VD02"	2
283	"VA02"	"VD02"	3
283	"VD01"	"VD02"	7
283	"VD03"	"VD02"	2
283	"AS03"	"VD03"	15
283	"AVBR"	"VD03"	1
283	"AVEL"	"VD03"	1
283	"DA02"	"VD03"	5
283	"DA03"	"VD03"	25
283	"DB01"	"VD03"	1
283	"DB02"	"VD03"	23
283	"DD02"	"VD03"	1
283	"VA03"	"VD03"	2
283	"VA03"	"VD03"	3
283	"VB02"	"VD03"	2
283	"VB02"	"VD03"	3
283	"VC01"	"VD03"	1
283	"VC03"	"VD03"	1
283	"PVPL"	"VD03"	1
283	"VD02"	"VD03"	2
283	"VD04"	"VD03"	1
283	"AS04"	"VD04"	11
283	"DA03"	"VD04"	6
283	"DA04"	"VD04"	12
283	"DA06"	"VD04"	4
283	"DB02"	"VD04"	14
283	"DB03"	"VD04"	9
283	"DD02"	"VD04"	1
283	"HSNR"	"VD04"	2
283	"VA04"	"VD04"	3
283	"VC01"	"VD04"	2
283	"VC02"	"VD04"	5
283	"VC03"	"VD04"	2
283	"DD02"	"VD04"	2
283	"PVPR"	"VD04"	1
283	"VD03"	"VD04"	1
283	"VD05"	"VD04"	1
283	"AS05"	"VD05"	9
283	"AVAR"	"VD05"	1
283	"DA04"	"VD05"	15
283	"DA05"	"VD05"	1
283	"DA06"	"VD05"	3
283	"DB02"	"VD05"	1
283	"DB03"	"VD05"	26
283	"RID"	"VD05"	1
283	"RID"	"VD05"	1
283	"VA05"	"VD05"	1
283	"VA05"	"VD05"	1
283	"VA05"	"VD05"	2
283	"VA06"	"VD05"	1
283	"VB04"	"VD05"	2
283	"VC01"	"VD05"	5
283	"VC02"	"VD05"	5
283	"VC03"	"VD05"	4
283	"PVPR"	"VD05"	1
283	"VD04"	"VD05"	1
283	"VD06"	"VD05"	2
283	"AS06"	"VD06"	13
283	"AVAL"	"VD06"	1
283	"DA05"	"VD06"	16
283	"DA06"	"VD06"	3
283	"DB03"	"VD06"	7
283	"DB04"	"VD06"	13
283	"PVNR"	"VD06"	1
283	"VA06"	"VD06"	1
283	"VA06"	"VD06"	2
283	"VB05"	"VD06"	2
283	"VB05"	"VD06"	7
283	"VB06"	"VD06"	1
283	"VC01"	"VD06"	1
283	"VC02"	"VD06"	1
283	"VC03"	"VD06"	4
283	"VD05"	"VD06"	2
283	"VD07"	"VD06"	1
283	"PVNR"	"VD07"	1
283	"VA07"	"VD07"	9
283	"VA08"	"VD07"	5
283	"VB06"	"VD07"	8
283	"VC03"	"VD07"	5
283	"VA09"	"VD07"	1
283	"VD06"	"VD07"	1
283	"DD04"	"VD08"	1
283	"VA08"	"VD08"	1
283	"VA08"	"VD08"	3
283	"VA08"	"VD08"	5
283	"DD04"	"VD08"	1
283	"VA08"	"VD08"	1
283	"DD05"	"VD09"	1
283	"VA09"	"VD09"	10
283	"VB08"	"VD09"	10
283	"PDER"	"VD09"	1
283	"VD10"	"VD09"	5
283	"DD05"	"VD10"	1
283	"PVDL"	"VD10"	1
283	"VB08"	"VD10"	1
283	"VB09"	"VD10"	2
283	"VB09"	"VD10"	5
283	"AVBR"	"VD10"	1
283	"DD05"	"VD10"	1
283	"DVC"	"VD10"	4
283	"VD09"	"VD10"	5
283	"AVAR"	"VD11"	2
283	"AVFR"	"VD11"	1
283	"PDEL"	"VD11"	1
283	"VA11"	"VD11"	1
283	"VB10"	"VD11"	1
283	"VB10"	"VD11"	1
283	"AVL"	"VD12"	4
283	"PVNR"	"VD12"	1
283	"VA11"	"VD12"	3
283	"VA11"	"VD12"	4
283	"VA12"	"VD12"	2
283	"VA12"	"VD12"	3
283	"VB10"	"VD12"	1
283	"VB10"	"VD12"	2
283	"VB11"	"VD12"	1
283	"AS11"	"VD13"	2
283	"AVAR"	"VD13"	2
283	"AVAR"	"VD13"	2
283	"DA09"	"VD13"	1
283	"DB07"	"VD13"	2
283	"PDA"	"VD13"	3
283	"PDB"	"VD13"	2
283	"PDB"	"VD13"	2
283	"PVCL"	"VD13"	1
283	"PVCR"	"VD13"	1
283	"RID"	"VD13"	1
283	"VA12"	"VD13"	1
283	"VA12"	"VD13"	11
283	"PVPL"	"VD13"	2
283	"AS02"	"NMJ"	11
283	"AS03"	"NMJ"	12
283	"AS04"	"NMJ"	9
283	"AS05"	"NMJ"	10
283	"AS06"	"NMJ"	10
283	"AS09"	"NMJ"	1
283	"AS11"	"NMJ"	2
283	"AVFL"	"NMJ"	2
283	"AVFR"	"NMJ"	4
283	"AVKR"	"NMJ"	1
283	"AVKR"	"NMJ"	1
283	"AVL"	"NMJ"	10
283	"DA01"	"NMJ"	16
283	"DA02"	"NMJ"	15
283	"DA03"	"NMJ"	30
283	"DA04"	"NMJ"	26
283	"DA05"	"NMJ"	17
283	"DA06"	"NMJ"	6
283	"VC01"	"NMJ"	1
283	"VC03"	"NMJ"	3
283	"AS01"	"NMJ"	13
283	"DA09"	"NMJ"	1
283	"DB01"	"NMJ"	3
283	"DB02"	"NMJ"	24
283	"DB03"	"NMJ"	25
283	"DB04"	"NMJ"	6
283	"DD01"	"NMJ"	34
283	"DD02"	"NMJ"	28
283	"DD03"	"NMJ"	32
283	"DD05"	"NMJ"	1
283	"DD06"	"NMJ"	1
283	"DVB"	"NMJ"	1
283	"DVB"	"NMJ"	4
283	"HSNL"	"NMJ"	7
283	"HSNR"	"NMJ"	5
283	"HSNR"	"NMJ"	1
283	"IL1DL"	"NMJ"	1
283	"IL1DL"	"NMJ"	4
283	"IL1DR"	"NMJ"	1
283	"IL1DR"	"NMJ"	6
283	"IL1L"	"NMJ"	1
283	"IL1L"	"NMJ"	12
283	"IL1R"	"NMJ"	1
283	"IL1R"	"NMJ"	12
283	"IL1VL"	"NMJ"	3
283	"IL1VL"	"NMJ"	6
283	"IL1VR"	"NMJ"	1
283	"IL1VR"	"NMJ"	9
283	"PDA"	"NMJ"	2
283	"PDB"	"NMJ"	2
283	"PLNL"	"NMJ"	1
283	"PVNL"	"NMJ"	1
283	"PVNL"	"NMJ"	2
283	"PVNR"	"NMJ"	2
283	"PVNR"	"NMJ"	1
283	"RID"	"NMJ"	2
283	"RID"	"NMJ"	1
283	"RIML"	"NMJ"	3
283	"RIML"	"NMJ"	1
283	"RIMR"	"NMJ"	3
283	"RIMR"	"NMJ"	1
283	"RIVL"	"NMJ"	4
283	"RIVR"	"NMJ"	3
283	"RIVR"	"NMJ"	2
283	"RMDDL"	"NMJ"	1
283	"RMDDL"	"NMJ"	7
283	"RMDDR"	"NMJ"	10
283	"RMDL"	"NMJ"	9
283	"RMDL"	"NMJ"	2
283	"RMDR"	"NMJ"	3
283	"RMDR"	"NMJ"	1
283	"RMDVL"	"NMJ"	3
283	"RMDVL"	"NMJ"	6
283	"RMDVR"	"NMJ"	6
283	"RMDVR"	"NMJ"	3
283	"RMED"	"NMJ"	10
283	"RMEL"	"NMJ"	12
283	"RMER"	"NMJ"	15
283	"RMEV"	"NMJ"	5
283	"RMFL"	"NMJ"	2
283	"RMFL"	"NMJ"	1
283	"RMGL"	"NMJ"	3
283	"RMGL"	"NMJ"	1
283	"RMGR"	"NMJ"	3
283	"RMHL"	"NMJ"	7
283	"RMHL"	"NMJ"	1
283	"RMHR"	"NMJ"	5
283	"RMHR"	"NMJ"	2
283	"SMBDL"	"NMJ"	3
283	"SMBDL"	"NMJ"	5
283	"SMBDR"	"NMJ"	3
283	"SMBDR"	"NMJ"	7
283	"SMBVL"	"NMJ"	3
283	"SMBVL"	"NMJ"	3
283	"SMBVR"	"NMJ"	3
283	"SMBVR"	"NMJ"	3
283	"SMDDL"	"NMJ"	4
283	"SMDDL"	"NMJ"	1
283	"SMDDR"	"NMJ"	3
283	"SMDVL"	"NMJ"	3
283	"SMDVR"	"NMJ"	3
283	"SMDVR"	"NMJ"	1
283	"URADL"	"NMJ"	1
283	"URADL"	"NMJ"	5
283	"URADR"	"NMJ"	2
283	"URADR"	"NMJ"	5
283	"URAVL"	"NMJ"	6
283	"URAVL"	"NMJ"	3
283	"URAVR"	"NMJ"	1
283	"URAVR"	"NMJ"	7
283	"VA01"	"NMJ"	11
283	"VA02"	"NMJ"	19
283	"VA03"	"NMJ"	29
283	"VA04"	"NMJ"	25
283	"VA05"	"NMJ"	19
283	"VA06"	"NMJ"	20
283	"VA07"	"NMJ"	27
283	"VA08"	"NMJ"	23
283	"VA09"	"NMJ"	20
283	"VA11"	"NMJ"	18
283	"VA12"	"NMJ"	14
283	"VB01"	"NMJ"	5
283	"VB02"	"NMJ"	26
283	"VB03"	"NMJ"	35
283	"VB04"	"NMJ"	20
283	"VB05"	"NMJ"	22
283	"VB06"	"NMJ"	28
283	"VB07"	"NMJ"	2
283	"VB08"	"NMJ"	32
283	"VB09"	"NMJ"	24
283	"VB10"	"NMJ"	20
283	"VB11"	"NMJ"	14
283	"VC01"	"NMJ"	5
283	"VC02"	"NMJ"	9
283	"VC02"	"NMJ"	1
283	"VC03"	"NMJ"	8
283	"VC04"	"NMJ"	4
283	"VC04"	"NMJ"	3
283	"VC05"	"NMJ"	2
283	"VC06"	"NMJ"	1
283	"VD01"	"NMJ"	12
283	"VD02"	"NMJ"	22
283	"VD03"	"NMJ"	23
283	"VD04"	"NMJ"	25
283	"VD05"	"NMJ"	26
283	"VD06"	"NMJ"	27
283	"VD07"	"NMJ"	24
283	"VD08"	"NMJ"	25
283	"VD09"	"NMJ"	28
283	"VD10"	"NMJ"	22
283	"VD11"	"NMJ"	11
283	"VD12"	"NMJ"	13
283	"VD13"	"NMJ"	12
283	"283"	"283"	283
