283
1 1 24
2 1 4
2 2 2
3 1 2
3 2 2
3 3 4
4 1 2
4 2 4
4 3 16
4 4 2
5 1 4
5 2 6
5 3 2
5 4 2
5 5 6
6 1 52
6 2 2
6 3 2
6 4 2
6 5 2
6 6 4
7 1 2
7 2 2
7 3 4
7 4 4
7 5 2
7 6 2
7 7 14
8 1 2
8 2 2
8 3 2
8 4 2
8 5 8
8 6 2
8 7 16
8 8 22
9 1 26
9 2 10
9 3 6
9 4 2
9 5 2
9 6 20
9 7 2
9 8 2
9 9 2
10 1 10
10 2 2
10 3 2
10 4 2
10 5 8
10 6 2
10 7 4
10 8 2
10 9 4
10 10 54
11 1 2
11 2 20
11 3 8
11 4 2
11 5 6
11 6 2
11 7 2
11 8 4
11 9 6
11 10 6
11 11 2
12 7 4
12 2 22
12 6 6
12 11 2
12 4 2
12 10 2
12 1 2
12 3 4
12 8 4
12 5 6
12 9 2
13 2 2
13 1 4
13 7 2
13 3 4
13 8 4
13 4 2
13 9 14
13 11 6
13 5 4
13 10 4
13 6 2
14 3 4
14 1 6
14 8 14
14 9 14
14 2 4
14 4 2
14 10 14
14 6 12
14 5 2
14 7 2
14 11 4
15 1 2
15 9 2
15 3 4
15 2 23
15 6 4
15 11 4
15 8 2
15 4 5
15 7 4
15 5 4
15 15 2
16 4 8
16 3 4
16 2 4
16 6 2
16 5 8
16 9 2
16 1 4
16 11 4
16 7 2
16 8 2
16 10 2
17 3 18
17 8 2
17 1 2
17 5 2
17 9 26
17 4 8
17 10 4
17 2 10
17 6 4
17 11 12
17 7 2
18 3 2
18 1 10
18 2 10
18 7 2
18 5 2
18 10 2
18 8 4
18 6 2
18 4 12
18 11 2
18 12 6
19 3 8
19 15 2
19 4 30
19 13 4
19 6 2
19 7 2
19 2 24
19 10 2
19 8 2
19 5 8
19 1 2
20 2 4
20 7 16
20 3 2
20 1 2
20 10 70
20 11 2
20 6 8
20 9 2
20 5 2
20 8 2
20 15 26
21 6 12
21 7 8
21 4 4
21 3 2
21 15 2
21 11 4
21 9 2
21 5 2
21 2 2
21 1 2
21 8 2
22 10 10
22 6 8
22 2 2
22 1 4
22 7 2
22 3 14
22 8 2
22 9 4
22 5 12
22 4 4
22 12 4
23 1 2
23 20 6
23 10 4
23 3 2
23 6 4
23 11 2
23 2 2
23 8 2
23 5 4
23 4 2
23 13 2
24 23 6
24 3 2
24 6 2
24 2 4
24 11 2
24 12 2
24 1 2
24 5 34
24 4 4
24 9 2
24 7 2
25 8 4
25 3 2
25 20 4
25 12 4
25 1 2
25 5 2
25 2 2
25 4 2
25 11 4
25 14 10
25 6 2
26 11 22
26 2 4
26 5 2
26 6 2
26 8 8
26 9 8
26 7 2
26 25 2
26 1 2
26 4 2
26 12 30
27 2 2
